Date,"HRC (FOB, $/t)_1d","Iron Ore (CFR, $/t)_1d","HCC (Aus FOB, $/t)_1d",Domestic Scrap (DDP Jiangsu incl. VAT $/t)_1d,Monthly Export of Semis & Finished Steel as % of Production_1d,FAI in urban real estate development (y-o-y) Growth_1d,Automobile Production (y-o-y)_1d,Civil Metal-Vessels/Steel Ships (y-o-y)_1d,Household Fridges (y-o-y)_1d,Air Conditioner (y-o-y)_1d,"HRC (FOB, $/t)_forecast","Iron Ore (CFR, $/t)_forecast","HCC (Aus FOB, $/t)_forecast",Domestic Scrap (DDP Jiangsu incl. VAT $/t)_forecast,Monthly Export of Semis & Finished Steel as % of Production_forecast,FAI in urban real estate development (y-o-y) Growth_forecast,Automobile Production (y-o-y)_forecast,Civil Metal-Vessels/Steel Ships (y-o-y)_forecast,Household Fridges (y-o-y)_forecast,Air Conditioner (y-o-y)_forecast
2024-11-01,0.28028363531568956,0.338351207298563,0.7116694118419782,0.4033243400379727,-0.030379876721332237,-0.1406494120806354,-0.02032456302891015,0.03856314423148882,0.011789864384118975,0.022428072102269353,528.871405885251,107.1389326653978,219.3644730851664,393.63537094575884,7.81328218795507,-12.907541663900096,0.6582179550964229,-6.398745993492372,8.649536508695386,9.0123779979554
2024-12-01,0.26737149249296344,0.2261969014189195,0.5367764020368143,0.49301165822008675,-0.02535851797849055,-0.1542336163200581,-0.11923225886540464,-0.008187741258024676,-0.024454377199922033,0.008210875502020053,529.1387773777438,107.36512956681673,219.90124948720322,394.12838260397893,7.78792366997658,-13.061775280220154,0.538985696231018,-6.406933734750396,8.625082131495464,9.020588873457422
2025-01-01,0.22870871490395606,0.19443569223857016,0.2807110840560962,0.4705534929231384,-0.033831632213044645,-0.17740299590479272,-0.17765979964807332,-0.056438315148965315,-0.03298727514446375,-0.003697247988268027,529.3674860926478,107.55956525905529,220.1819605712593,394.5989360969021,7.7540920377635345,-13.239178276124946,0.3613258965829447,-6.463372049899362,8.592094856351,9.016891625469153
2025-02-01,0.12102452159994465,0.2227546117382748,0.317907620776806,0.44099522199855873,-0.028220406821334833,-0.17937287200875143,-0.16408256101752938,-0.05638329749222374,-0.02272653787874638,-0.01339445566808541,529.4885106142478,107.78231987079357,220.4998681920361,395.03993131890064,7.7258716309422,-13.418551148133698,0.19724333556541573,-6.519755347391586,8.569368318472254,9.003497169801069
2025-03-01,0.015537870672178933,0.22072409936095855,0.2448904426538811,0.48682378156799666,-0.03262779897316504,-0.18491959481848136,-0.1541700814833678,-0.061814071536296096,-0.012689083694013045,-0.023051503574685953,529.50404848492,108.00304397015454,220.74475863469,395.5267551004686,7.693243831969035,-13.60347074295218,0.04307325408204754,-6.581569418927882,8.55667923477824,8.980445666226384
2025-04-01,-0.0017577007754308038,0.183810330023212,0.3460613576552256,0.4718281599490577,-0.03588984386750126,-0.17630633691930772,-0.10472644044327414,-0.06693789865967129,-0.01292735864784332,-0.018274420158427104,529.5022907841445,108.18685430017774,221.09081999234522,395.99858326041766,7.657353988101534,-13.779777079871486,-0.06165318636122663,-6.648507317587553,8.543751876130397,8.962171246067957
2025-05-01,0.12611666527526466,0.20129702645098874,0.36250428738098184,0.5473848576179569,-0.03551616710014831,-0.1775839864310667,-0.11736398339211412,-0.05654704407476166,-0.016662496140055005,-0.021399922881338344,529.6284074494198,108.38815132662873,221.4533242797262,396.54596811803566,7.621837821001385,-13.957361066302553,-0.17901716975334114,-6.705054361662315,8.527089379990343,8.940771323186617
2025-06-01,0.20224248331936348,0.2143467938308341,0.3960597830456019,0.53156012385957,-0.03476754342556517,-0.18131435800227805,-0.12987991238336882,-0.06405381884797232,-0.022261250320053005,-0.020633090676378293,529.8306499327392,108.60249812045957,221.8493840627718,397.0775282418952,7.587070277575821,-14.138675424304832,-0.30889708213670986,-6.769108180510287,8.50482812967029,8.92013823251024
2025-07-01,0.228738580164826,0.24660320140473557,0.3993156715292964,0.5126483911778845,-0.032171668154755015,-0.17915049760132598,-0.12885699240151988,-0.057528370833934465,-0.02153301467094437,-0.024436038184209016,530.059388512904,108.8491013218643,222.2486997343011,397.5901766330731,7.554898609421065,-14.31782592190616,-0.4377540745382298,-6.8266365513442215,8.483295114999345,8.89570219432603
2025-08-01,0.1868176422314522,0.25280264671123237,0.4049569502683236,0.5027463956922313,-0.03168943510302735,-0.1770994757041249,-0.11947965286757736,-0.05429237026715459,-0.01555314508871133,-0.02026485524982927,530.2462061551355,109.10190396857553,222.65365668456943,398.0929230287653,7.523209174318038,-14.494925397610285,-0.5572337274058068,-6.8809289216113765,8.467741969910634,8.8754373390762
2025-09-01,0.1556778006650194,0.23564623023706976,0.4018121963455133,0.4981415203824021,-0.031799766806588116,-0.173086120664911,-0.11673825348344355,-0.054394927943079575,-0.014941553474513685,-0.01504803098596581,530.4018839558005,109.33755019881261,223.05546888091493,398.59106454914775,7.4914094075114495,-14.668011518275193,-0.6739719808892506,-6.935323849554456,8.452800416436121,8.860389308090234
2025-10-01,0.16191530749178984,0.22864315511436123,0.3905014908920479,0.5130711486742126,-0.03231894609493093,-0.17378501478867836,-0.12163690007780154,-0.04967716302110439,-0.01618279161403477,-0.013204087385750522,530.5637992632923,109.56619335392696,223.445970371807,399.10413569782196,7.459090461416519,-14.841796533063873,-0.7956088809670518,-6.985001012575561,8.436617624822086,8.847185220704485
2025-11-01,0.176725026627376,0.2256259272165424,0.3859871364860888,0.508522272293115,-0.03249446444342562,-0.17625943297689214,-0.12827856749503821,-0.055378642444787594,-0.017985394420443685,-0.014650641047718014,530.7405242899197,109.7918192811435,223.83195750829307,399.61265797011504,7.426595996973093,-15.018055966040766,-0.9238874484620894,-7.040379655020348,8.418632230401641,8.832534579656766
2025-12-01,0.1740563391207944,0.23162770479209627,0.37512326316205674,0.5012746782173814,-0.032722063509041666,-0.17723455123285892,-0.12951308853660692,-0.05476683734444242,-0.017723770520124436,-0.017887318145575596,530.9145806290404,110.0234469859356,224.20708077145514,400.1139326483324,7.393873933464052,-15.195290517273623,-1.053400536998696,-7.0951464923647904,8.400908459881517,8.81464726151119
2026-01-01,0.15413188569016537,0.23058579906188775,0.38044806810768184,0.4999429031351041,-0.03265779357973471,-0.17697779536795094,-0.12546824054997702,-0.05517910008723766,-0.01659040400507322,-0.017778700272453242,531.0687125147306,110.25403278499749,224.58752883956282,400.6138755514675,7.361216139884316,-15.372268312641573,-1.178868777548674,-7.1503255924520275,8.384318055876445,8.796868561238739
2026-02-01,0.14791966133633838,0.22671899301856768,0.3767847143504536,0.5067172272596606,-0.03279271210601974,-0.17638465496018502,-0.12429705453979586,-0.05621127788011638,-0.016932766725854774,-0.017440403454645644,531.2166321760669,110.48075177801606,224.96431355391326,401.1205927787272,7.328423427778297,-15.548652967601758,-1.3031658320884691,-7.206536870332144,8.36738528915059,8.779428157784093
2026-03-01,0.15733006838016217,0.22641432639910078,0.380390353519088,0.5108533869133389,-0.03284150093300337,-0.17648290403774947,-0.12409339373885714,-0.0555552365251876,-0.017368017871880474,-0.01703096203505349,531.3739622444471,110.70716610441517,225.34470390743235,401.6314461656405,7.295581926845294,-15.725135871639509,-1.427259225827326,-7.262092106857332,8.350017271278709,8.762397195749038
