Date,"HRC (FOB, $/t)_1d","Iron Ore (CFR, $/t)_1d","HCC (Aus FOB, $/t)_1d",Domestic Scrap (DDP Jiangsu incl. VAT $/t)_1d,Monthly Export of Semis & Finished Steel as % of Production_1d,FAI in urban real estate development (y-o-y) Growth_1d,Automobile Production (y-o-y)_1d,Civil Metal-Vessels/Steel Ships (y-o-y)_1d,Household Fridges (y-o-y)_1d,Air Conditioner (y-o-y)_1d,"HRC (FOB, $/t)_forecast","Iron Ore (CFR, $/t)_forecast","HCC (Aus FOB, $/t)_forecast",Domestic Scrap (DDP Jiangsu incl. VAT $/t)_forecast,Monthly Export of Semis & Finished Steel as % of Production_forecast,FAI in urban real estate development (y-o-y) Growth_forecast,Automobile Production (y-o-y)_forecast,Civil Metal-Vessels/Steel Ships (y-o-y)_forecast,Household Fridges (y-o-y)_forecast,Air Conditioner (y-o-y)_forecast
2024-11-01,14.251624661232984,0.872313396732368,19.017576161051405,-2.387153659501011,-0.7507799926479432,1.5639318801376123,3.895110221389569,-0.8991764267859097,2.698974677162326,1.7698569140925513,511.251624661233,104.87231339673237,223.0175761610514,351.612846340499,12.883366348815471,-8.736068119862388,6.895110221389569,0.40082357321409035,11.198974677162326,9.969856914092551
2024-12-01,-1.1393392865139362,-1.447162832368598,14.515082247273885,4.396699335181143,-0.4718617675848157,0.8784995478033119,5.0720996108830665,2.2339899633657705,1.278725859871165,1.6312405936444805,510.112285374719,103.42515056436378,237.5326584083253,356.00954567568016,12.411504581230655,-7.857568572059076,11.967209832272635,2.634813536579861,12.477700537033492,11.60109750773703
2025-01-01,1.6153637015254831,4.456595289978513,-14.976748430200704,5.754067012612118,-0.30933018373655863,-2.0271751576339723,-0.587304981835395,-2.2141662993459907,-1.5472110933589605,-1.9626997165312874,511.7276490762445,107.88174585434228,222.5559099781246,361.76361268829226,12.102174397494098,-9.88474372969305,11.37990485043724,0.4206472372338701,10.930489443674531,9.638397791205744
2025-02-01,-1.5156992145617874,2.192758253602702,-26.819236699374706,-12.55600455434292,0.41495905986909265,-1.479034426031652,-5.1834010065518585,-4.622752817687908,-2.1064284226620007,-3.3483854057309794,510.21194986168274,110.07450410794499,195.7366732787499,349.20760813394935,12.51713345736319,-11.3637781557247,6.196503843885382,-4.202105580454038,8.824061021012529,6.290012385474764
2025-03-01,-8.7894785802749,0.02395000404088954,-0.4583487928661789,-5.100262623773135,0.3212470852623827,0.38678128640980247,0.7779638231287591,0.37789049614982195,0.41067016149732827,2.183822965199969,501.42247128140787,110.09845411198587,195.2783244858837,344.1073455101762,12.838380542625574,-10.976996869314899,6.974467667014141,-3.8242150843042166,9.234731182509858,8.473835350674733
2025-04-01,-17.169398397412113,-4.619188616583333,-3.0957894756738624,-9.823536357856652,-0.3651125151491108,-0.7789145579493666,-0.9599950225320173,-1.1154706841354916,-1.071342442050374,-0.40199697667189094,484.25307288399574,105.47926549540254,192.18253501020985,334.2838091523195,12.473268027476463,-11.755911427264266,6.014472644482124,-4.939685768439708,8.163388740459483,8.071838374002843
2025-05-01,-18.49801959190858,-5.4150343654540185,-1.8453630393460463,-10.617774966544902,-0.2074991617760086,-0.5549591428645062,-1.0187146949561432,0.5204023056427443,-0.26866750084952806,-0.6052720268020302,465.75505329208715,100.06423112994852,190.33717197086378,323.66603418577466,12.265768865700453,-12.31087057012877,4.995757949525981,-4.419283462796964,7.8947212396099555,7.466566347200812
2025-06-01,-9.009273117895127,-2.670290014662956,-0.3976694912070129,-1.685458603375534,-0.3290554351546032,-0.12482939610292434,1.3267552755042102,-1.0669455452185677,0.9015303577109526,0.07370632870769009,456.745780174192,97.39394111528557,189.93950247965677,321.9805755823991,11.93671343054585,-12.435699966231695,6.322513225030191,-5.486229008015532,8.796251597320909,7.540272675908502
2025-07-01,-5.463965527468446,0.04787832605237141,-3.235978193602035,5.364865690898074,-0.34826330580783493,-0.3257153098821132,1.0623347709841515,0.16556101918097776,0.6175762376399413,-0.022468558342618544,451.2818146467236,97.44181944133794,186.70352428605474,327.3454412732972,11.588450124738015,-12.761415276113809,7.384847996014342,-5.320667988834554,9.41382783496085,7.517804117565884
2025-08-01,3.091184946381005,3.3187183790602575,-0.38445491173045965,7.043875200325673,0.16905258073756124,0.20205269148132865,1.0028498481575034,1.1758967686490984,0.9616811322879331,0.45870567092803355,454.37299959310457,100.7605378203982,186.31906937432427,334.38931647362284,11.757502705475577,-12.55936258463248,8.387697844171846,-4.144771220185455,10.375508967248782,7.976509788493917
2025-09-01,6.580090439079285,1.4156304426181439,-2.88003551583539,4.171625097728889,0.09851245431647448,-0.17293682764244406,-0.5769869712964566,-0.11006809950475513,0.43669767384228747,0.23585213940805022,460.95309003218387,102.17616826301634,183.4390338584889,338.56094157135175,11.856015159792051,-12.732299412274923,7.810710872875389,-4.25483931969021,10.81220664109107,8.212361927901968
2025-10-01,8.058843178031072,2.0852838854089737,3.026414870458188,3.8763483814563466,0.02119968519107139,-0.2749914888804346,0.17206428511187247,0.7856267531390608,-0.4715247297178623,-0.34143059821712957,469.0119332102149,104.26145214842532,186.46544872894708,342.4372899528081,11.877214844983124,-13.007290901155358,7.982775157987262,-3.469212566551149,10.340681911373208,7.870931329684838
2025-11-01,8.499966962977474,3.113520170843573,7.420420364569251,0.8076102706878839,0.1119836157377312,0.017443595111645144,-0.1520663392695742,-0.17257880622258095,-0.044025738744529974,-0.12729799024558963,477.51190017319243,107.37497231926889,193.88586909351633,343.24490022349596,11.989198460720853,-12.989847306043714,7.830708818717688,-3.6417913727737297,10.296656172628678,7.743633339439248
